moon_id,kingdom,stage,stage_display_name,area_scope,moon_name,runtime_shine_key,obj_id,uid,flags,from_node_id,state_requirement_expr,requirement_expr,world_peace_token,moon_rock_token,access_type,effort_level,effort_notes,legacy_requirement_notes,placement_found,placement_unit_config_names,placement_layer_config_names,placement_scenario_no_values,scenario_move_to,placement_stage_map_indices,placement_quest_no_values,placement_shine_optional_ids,placement_change_stage_ids,placement_x,placement_y,placement_z,placement_source_archives,placement_source_files,placement_count,shine_info_hint_idx,shine_info_main_scenario_no,shine_info_progress_bit_flag,shine_info_is_grand,shine_info_is_moon_rock,shine_info_available_scenarios,shine_info_object_name,shine_info_scenario_name,notes,difficulty,option_scenarios
WaterfallWorldHomeStage:2467:209,Cascade Kingdom,WaterfallWorldHomeStage,Cascade Kingdom,overworld,Peach in the Cascade Kingdom,WaterfallWorldHomeStage:2467:209,2467,209,ShineFlag_None,WaterfallWorldHomeStage::checkpoint::obj601,,KingdomAccess_Mushroom,WorldPeace_Cascade,MoonRockActive_Cascade,primary,unrated,,"method_1(jump=Long Jump; cap_throw=Neutral Throw, Up Throw, Down Throw, Spin Throw; other=Other Kingdom Trigger)",true,,,,,,,,,2550.000,6060.860,-700.000,ShineInfo.szs,ShineList_WaterfallWorldHomeStage.byml;ShinePosList.byml,1,20,-1,12,false,false,3;4,世界旅行ピーチ,滝の国で ピーチ姫,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
WaterfallWorldHomeStage:2490:210,Cascade Kingdom,WaterfallWorldHomeStage,Cascade Kingdom,overworld,Above a High Cliff,WaterfallWorldHomeStage:2490:210,2490,210,ShineFlag_None,WaterfallWorldHomeStage::checkpoint::obj3139,,free,WorldPeace_Cascade,MoonRockActive_Cascade,primary,unrated,,method_1(jump=Long Jump; cap_throw=No Cap Throw Needed; other=None) | method_2(jump=No Jump Needed; cap_throw=No Cap Throw Needed; other=Dive),true,ShineAddHeight,M,-1,,1;2;3;6,-1,None,,3005.204,3023.371,8874.189,WaterfallWorldHomeStageMap.szs;ShineInfo.szs,WaterfallWorldHomeStageMap.byml;ShineList_WaterfallWorldHomeStage.byml;ShinePosList.byml,4,3,-1,78,false,false,2;3;4;7,シャイン【2m置き】,切り立った ガケの上,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
WaterfallWorldHomeStage:1119:211,Cascade Kingdom,WaterfallWorldHomeStage,Cascade Kingdom,overworld,Shopping in Fossil Falls,WaterfallWorldHomeStage:1119:211,1119,211,ShineFlag_None,WaterfallWorldHomeStage::checkpoint::obj1724,,free,WorldPeace_Cascade,MoonRockActive_Cascade,primary,unrated,,method_1(jump=No Jump Needed; cap_throw=No Cap Throw Needed; other=None),true,,,,,,,,,5750.000,1117.020,-1850.000,ShineInfo.szs,ShineList_WaterfallWorldHomeStage.byml;ShinePosList.byml,1,18,-1,124,false,false,3;4;5;6;7,ショップ店員,ダイナフォーで お買い物,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
WaterfallWorldHomeStage:124:212,Cascade Kingdom,WaterfallWorldHomeStage,Cascade Kingdom,overworld,Behind the Waterfall,WaterfallWorldHomeStage:124:212,124,212,ShineFlag_None,WaterfallWorldHomeStage::checkpoint::obj1724,,WanwanBig | TRex | SingleJump,WorldPeace_Cascade,MoonRockActive_Cascade,primary,unrated,,method_1(cap_throw=No Cap Throw Needed; other=2D Jump (any jump)),true,ShineDot,J,,,0;1;2;3;6;7,,None,,247.487,4950.000,530.330,WaterfallWorldHomeStageMap.szs;ShineInfo.szs,WaterfallWorldHomeStageMap.byml;ShineList_WaterfallWorldHomeStage.byml;ShinePosList.byml,6,6,-1,79,false,false,1;2;3;4;7,シャインドット_2D,滝の裏の散歩道,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,"1;1;2,3,4,5"
WaterfallWorldHomeStage:1027:213,Cascade Kingdom,WaterfallWorldHomeStage,Cascade Kingdom,overworld,Bottom of the Waterfall Basin,WaterfallWorldHomeStage:1027:213,1027,213,ShineFlag_Extra,WaterfallWorldHomeStage::checkpoint::obj1724,,GroundPound,WorldPeace_Cascade,MoonRockActive_Cascade,primary,unrated,,method_1(jump=No Jump Needed; cap_throw=No Cap Throw Needed; other=Ground Pound),true,,,,,,,,,3200.000,326.320,3100.000,ShineInfo.szs,ShineList_WaterfallWorldHomeStage.byml;ShinePosList.byml,1,27,-1,8,false,true,4,ここ掘れポイント,滝つぼに沈んだ宝,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
WaterfallWorldHomeStage:1028:214,Cascade Kingdom,WaterfallWorldHomeStage,Cascade Kingdom,overworld,Treasure Under the Cliff,WaterfallWorldHomeStage:1028:214,1028,214,ShineFlag_Extra,WaterfallWorldHomeStage::checkpoint::obj1724,,free,WorldPeace_Cascade,MoonRockActive_Cascade,primary,unrated,,"method_1(jump=Single Jump (258); cap_throw=Neutral Throw, Up Throw, Down Throw, Spin Throw; other=None)",true,ShineAddByRock,G,-1,,3,-1,None,,-282.843,4900.000,-2121.320,WaterfallWorldHomeStageMap.szs;ShineInfo.szs,WaterfallWorldHomeStageMap.byml;ShineList_WaterfallWorldHomeStage.byml;ShinePosList.byml,1,30,-1,8,false,true,4,シャイン【月の石追加版】,ガケ下で かがやく宝,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
WaterfallWorldHomeStage:1029:215,Cascade Kingdom,WaterfallWorldHomeStage,Cascade Kingdom,overworld,Next to the Stone Arch,WaterfallWorldHomeStage:1029:215,1029,215,ShineFlag_Extra,WaterfallWorldHomeStage::checkpoint::obj601,,free,WorldPeace_Cascade,MoonRockActive_Cascade,primary,unrated,,method_1(jump=Single Jump (258); cap_throw=No Cap Throw Needed; other=None),true,ShineAddByRock,G,-1,,3,-1,None,,-4100.000,5900.000,300.000,WaterfallWorldHomeStageMap.szs;ShineInfo.szs,WaterfallWorldHomeStageMap.byml;ShineList_WaterfallWorldHomeStage.byml;ShinePosList.byml,1,33,-1,8,false,true,4,シャイン【月の石追加版】,岩のアーチを とび降りて,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
WaterfallWorldHomeStage:1928:216,Cascade Kingdom,WaterfallWorldHomeStage,Cascade Kingdom,overworld,Treasure of the Waterfall Basin,WaterfallWorldHomeStage:1928:216,1928,216,ShineFlag_None,WaterfallWorldHomeStage::checkpoint::obj1724,,SingleJump | SingleJump,WorldPeace_Cascade,MoonRockActive_Cascade,primary,unrated,,method_1(jump=Long Jump; cap_throw=No Cap Throw Needed; other=None) | method_2(jump=Single Jump (258); cap_throw=No Cap Throw Needed; other=Ground Pound) | method_3(jump=Long Jump; cap_throw=No Cap Throw Needed; other=Roll),true,TreasureBox,J,,,0;1;2;3;6;7,,None,,1979.899,750.000,4313.352,WaterfallWorldHomeStageMap.szs;ShineInfo.szs,WaterfallWorldHomeStageMap.byml;ShineList_WaterfallWorldHomeStage.byml;ShinePosList.byml,6,5,-1,79,false,false,1;2;3;4;7,宝箱,滝つぼの宝箱,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual;glitched,"2,3,4,5;2,3,4,5,1"
WaterfallWorldHomeStage:2455:217,Cascade Kingdom,WaterfallWorldHomeStage,Cascade Kingdom,overworld,Caught Hopping at the Waterfall!,WaterfallWorldHomeStage:2455:217,2455,217,ShineFlag_Extra,WaterfallWorldHomeStage::checkpoint::obj1724,,free,WorldPeace_Cascade,MoonRockActive_Cascade,primary,unrated,,method_1(jump=No Jump Needed; cap_throw=No Cap Throw Needed; other=None),true,,,,,,,,,9450.000,1031.460,-400.000,ShineInfo.szs,ShineList_WaterfallWorldHomeStage.byml;ShinePosList.byml,1,26,-1,8,false,true,4,ウサギ,滝で つかまえたピョン！,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
WaterfallWorldHomeStage:21:218,Cascade Kingdom,WaterfallWorldHomeStage,Cascade Kingdom,overworld,Multi Moon Atop the Falls,WaterfallWorldHomeStage:21:218,21,218,ShineFlag_Story | ShineFlag_Multi,WaterfallWorldHomeStage::checkpoint::obj601,,BreedaWanwan | KingdomAccess_Cascade,WorldPeace_Cascade,MoonRockActive_Cascade,primary,unrated,,"captures=Chain Chomp | method_1(jump=No Jump Needed; cap_throw=Neutral Throw, Up Throw, Down Throw, Spin Throw; other=Capture, 2D Jump (any jump)) | method_2(jump=No Jump Needed; cap_throw=Neutral Throw, Up Throw, Down Throw, Spin Throw; other=Capture)",true,,,,,,,,,-9700.000,6300.000,-200.000,ShineInfo.szs,ShineList_WaterfallWorldHomeStage.byml;ShinePosList.byml,1,1,1,1,true,false,1,ブリーダ,滝の上の グランドムーン,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,"1,2,3,4,5;2,3,4,5"
Lift2DExStage:6784:221,Cascade Kingdom,Lift2DExStage,8-Bit Chasm Lifts,subarea,Past the Chasm Lifts,Lift2DExStage:6784:221,6784,221,ShineFlag_None,Lift2DExStage::entrance::Lift2D::sub_near,,free,WorldPeace_Cascade,MoonRockActive_Cascade,primary,unrated,,method_1(jump=Single Jump (258); cap_throw=Neutral Throw; other=None),true,ShineAddHeight,Common,-1,,0;1;10;11;12;13;14;2;3;4;5;6;7;8;9,-1,None,,7950.000,1400.000,-4750.000,Lift2DExStageMap.szs;ShineInfo.szs,Lift2DExStageMap.byml;ShineList_WaterfallWorldHomeStage.byml;ShinePosList.byml,15,14,-1,78,false,false,2;3;4;7,シャイン【2m置き】,谷間のリフトを越えて,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
Lift2DExStage:6019:222,Cascade Kingdom,Lift2DExStage,8-Bit Chasm Lifts,subarea,Hidden Chasm Passage,Lift2DExStage:6019:222,6019,222,ShineFlag_None,Lift2DExStage::entrance::Lift2D::sub_near,,free,WorldPeace_Cascade,MoonRockActive_Cascade,primary,unrated,,method_1(jump=Single Jump (258); cap_throw=Neutral Throw; other=None),true,ShineDot,Common,,,0;1;10;11;12;13;14;2;3;4;5;6;7;8;9,,None,,6750.000,400.000,-4450.000,Lift2DExStageMap.szs;ShineInfo.szs,Lift2DExStageMap.byml;ShineList_WaterfallWorldHomeStage.byml;ShinePosList.byml,15,17,-1,78,false,false,2;3;4;7,シャインドット_2D,谷間の かくし通路,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
CapAppearExStage:304:223,Cascade Kingdom,CapAppearExStage,Mysterious Clouds,subarea,Atop a Wall Among the Clouds,CapAppearExStage:304:223,304,223,ShineFlag_Extra,CapAppearExStage::entrance::CapAppearExEnt::sub_near,,free,WorldPeace_Cascade,MoonRockActive_Cascade,primary,unrated,,"method_1(jump=Long Jump; cap_throw=Neutral Throw, Up Throw, Down Throw, Spin Throw; other=Ledge Grab) | method_2(jump=Double Jump (312); cap_throw=Neutral Throw, Up Throw, Down Throw, Spin Throw; other=None)",true,Shine,Common,-1,,0;1;10;11;12;13;14;2;3;4;5;6;7;8;9,-1,None,,-1500.000,2700.000,-1500.000,CapAppearExStageMap.szs;ShineInfo.szs,CapAppearExStageMap.byml;ShineList_WaterfallWorldHomeStage.byml;ShinePosList.byml,15,36,-1,8,false,true,4,シャイン,ふしぎな雲で 壁の上,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
CapAppearExStage:342:224,Cascade Kingdom,CapAppearExStage,Mysterious Clouds,subarea,Across the Mysterious Clouds,CapAppearExStage:342:224,342,224,ShineFlag_Extra,CapAppearExStage::entrance::CapAppearExEnt::sub_near,,free,WorldPeace_Cascade,MoonRockActive_Cascade,primary,unrated,,"method_1(jump=Long Jump; cap_throw=Neutral Throw, Up Throw, Down Throw, Spin Throw; other=Ledge Grab) | method_2(jump=Single Jump (258); cap_throw=Neutral Throw, Up Throw, Down Throw, Spin Throw; other=None)",true,Shine,Common,-1,,0;1;10;11;12;13;14;2;3;4;5;6;7;8;9,-1,None,,-900.000,2100.000,-16100.000,CapAppearExStageMap.szs;ShineInfo.szs,CapAppearExStageMap.byml;ShineList_WaterfallWorldHomeStage.byml;ShinePosList.byml,15,35,-1,8,false,true,4,シャイン,ふしぎな雲を 乗りついで,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
WanwanClashExStage:371:225,Cascade Kingdom,WanwanClashExStage,Nice Shots with Chain Chomps,subarea,Nice Shot with the Chain Chomp!,WanwanClashExStage:371:225,371,225,ShineFlag_None,WanwanClashExStage::entrance::WanwanExGoal::sub_far,,free,WorldPeace_Cascade,MoonRockActive_Cascade,primary,unrated,,"captures=Chain Chomp | method_1(jump=Single Jump (258); cap_throw=Neutral Throw, Up Throw, Down Throw, Spin Throw; other=Capture)",true,ShineAddHeight,Common,-1,,0;1;10;11;12;13;14;2;3;4;5;6;7;8;9,-1,None,,16050.000,600.000,-850.000,WanwanClashExStageMap.szs;ShineInfo.szs,WanwanClashExStageMap.byml;ShineList_WaterfallWorldHomeStage.byml;ShinePosList.byml,15,13,-1,126,false,false,2;3;4;5;6;7,シャイン【2m置き】,ワンワン ナイスショット！,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
WanwanClashExStage:504:226,Cascade Kingdom,WanwanClashExStage,Nice Shots with Chain Chomps,subarea,Very Nice Shot with the Chain Chomp!,WanwanClashExStage:504:226,504,226,ShineFlag_None,WanwanClashExStage::entrance::WanwanExGoal::sub_far,,Wanwan,WorldPeace_Cascade,MoonRockActive_Cascade,primary,unrated,,"captures=Chain Chomp | method_1(jump=Single Jump (258); cap_throw=Neutral Throw, Up Throw, Down Throw, Spin Throw; other=Capture)",true,ShineAddHeight,Common,-1,,0;1;10;11;12;13;14;2;3;4;5;6;7;8;9,-1,None,,20100.000,800.000,-100.000,WanwanClashExStageMap.szs;ShineInfo.szs,WanwanClashExStageMap.byml;ShineList_WaterfallWorldHomeStage.byml;ShinePosList.byml,15,16,-1,126,false,false,2;3;4;5;6;7,ステージスイッチ_ワンワンの穴,ワンワン ベリーナイスショット！,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
WaterfallWorldHomeStage:2618:669,Cascade Kingdom,WaterfallWorldHomeStage,Cascade Kingdom,overworld,Cascade Kingdom Timer Challenge 1,WaterfallWorldHomeStage:2618:669,2618,669,ShineFlag_None,WaterfallWorldHomeStage::checkpoint::obj1724,,free,WorldPeace_Cascade,MoonRockActive_Cascade,primary,unrated,,"method_1(jump=Long Jump; cap_throw=Neutral Throw, Up Throw, Down Throw, Spin Throw; other=None) | method_2(jump=No Jump Needed; cap_throw=Neutral Throw, Up Throw, Down Throw, Spin Throw; other=Dive)",true,,,,,,,,,7050.000,876.575,2600.000,ShineInfo.szs,ShineList_WaterfallWorldHomeStage.byml;ShinePosList.byml,1,7,-1,78,false,false,2;3;4;7,帽子掛け（タイマー）,滝の国で チクタク・アスレチック １,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
WaterfallWorldHomeStage:2691:670,Cascade Kingdom,WaterfallWorldHomeStage,Cascade Kingdom,overworld,Cascade Kingdom Timer Challenge 2,WaterfallWorldHomeStage:2691:670,2691,670,ShineFlag_None,WaterfallWorldHomeStage::checkpoint::obj601,,TripleJump | Backflip | SideFlip | Spin | GroundPoundJump | (DoubleJump & Dive) | (WallJump & Dive),WorldPeace_Cascade,MoonRockActive_Cascade,primary,unrated,,"method_1(jump=Backflip/Vault/Side Flip (496); cap_throw=Neutral Throw, Up Throw, Down Throw, Spin Throw; other=None) | method_2(jump=Long Jump) | method_3(jump=Long Jump)",true,,,,,,,,,-7848.880,6310.000,-1060.660,ShineInfo.szs,ShineList_WaterfallWorldHomeStage.byml;ShinePosList.byml,1,11,-1,78,false,false,2;3;4;7,帽子掛け（タイマー）,滝の国で チクタク・アスレチック ２,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
WindBlowExStage:167:673,Cascade Kingdom,WindBlowExStage,Gusty Bridges,subarea,Across the Gusty Bridges,WindBlowExStage:167:673,167,673,ShineFlag_Extra,WindBlowExStage::entrance::WindBlowExStart::sub_near,,free,WorldPeace_Cascade,MoonRockActive_Cascade,primary,unrated,,"method_1(jump=Long Jump; cap_throw=Neutral Throw, Up Throw, Down Throw, Spin Throw; other=Ledge Grab) | method_2(jump=Single Jump (258); cap_throw=Neutral Throw, Up Throw, Down Throw, Spin Throw; other=None)",true,ShineAddHeight,Common,-1,,0;1;10;11;12;13;14;2;3;4;5;6;7;8;9,-1,None,,19551.504,-100.000,-2934.493,WindBlowExStageMap.szs;ShineInfo.szs,WindBlowExStageMap.byml;ShineList_WaterfallWorldHomeStage.byml;ShinePosList.byml,15,34,-1,8,false,true,4,シャイン【2m置き】,突風ブリッジを越えて,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
WindBlowExStage:299:674,Cascade Kingdom,WindBlowExStage,Gusty Bridges,subarea,Flying Far Away from Gusty Bridges,WindBlowExStage:299:674,299,674,ShineFlag_Extra,WindBlowExStage::entrance::WindBlowExStart::sub_near,,free,WorldPeace_Cascade,MoonRockActive_Cascade,primary,unrated,,"method_1(jump=Long Jump; cap_throw=Neutral Throw, Up Throw, Down Throw, Spin Throw; other=Ledge Grab) | method_2(jump=Single Jump (258); cap_throw=Neutral Throw, Up Throw, Down Throw, Spin Throw; other=None)",true,ShineAddHeight,Common,-1,,0;1;10;11;12;13;14;2;3;4;5;6;7;8;9,-1,None,,10600.000,1000.000,-15000.000,WindBlowExStageMap.szs;ShineInfo.szs,WindBlowExStageMap.byml;ShineList_WaterfallWorldHomeStage.byml;ShinePosList.byml,15,37,-1,8,false,true,4,ステージスイッチ_帽子スイッチ,とんでけ 突風ブリッジ,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
WaterfallWorldHomeStage:2741:708,Cascade Kingdom,WaterfallWorldHomeStage,Cascade Kingdom,overworld,Cascade Kingdom Regular Cup,WaterfallWorldHomeStage:2741:708,2741,708,ShineFlag_None,WaterfallWorldHomeStage::checkpoint::obj1724,,LongJump | Roll | Spin | TripleJump | Dive | LedgeGrab | WallJump | Vault,WorldPeace_Cascade,MoonRockActive_Cascade,primary,unrated,,method_1(jump=Long Jump; cap_throw=No Cap Throw Needed; other=None),true,,,,,,,,,12232.900,548.910,3040.560,ShineInfo.szs,ShineList_WaterfallWorldHomeStage.byml;ShinePosList.byml,1,21,-1,12,false,false,3;4,駆けっこ開始Npc,滝の国 レギュラーカップ,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
WaterfallWorldHomeStage:2778:770,Cascade Kingdom,WaterfallWorldHomeStage,Cascade Kingdom,overworld,Taking Notes: Hurry Upward,WaterfallWorldHomeStage:2778:770,2778,770,ShineFlag_Extra,WaterfallWorldHomeStage::checkpoint::obj1724,,free,WorldPeace_Cascade,MoonRockActive_Cascade,primary,unrated,,method_1(jump=Single Jump (258); cap_throw=No Cap Throw Needed; other=None),true,,,,,,,,,1979.900,3800.000,-2262.740,ShineInfo.szs,ShineList_WaterfallWorldHomeStage.byml;ShinePosList.byml,1,31,-1,8,false,true,4,音符オブジェ2D(1つ目)_2D,上へ急いで 音符集め,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
WaterfallWorldHomeStage:2819:822,Cascade Kingdom,WaterfallWorldHomeStage,Cascade Kingdom,overworld,Under the Ground,WaterfallWorldHomeStage:2819:822,2819,822,ShineFlag_Extra,WaterfallWorldHomeStage::checkpoint::obj1724,,(TRex & GroundPound),WorldPeace_Cascade,MoonRockActive_Cascade,primary,unrated,,"captures=Dino, Tank, Coin Coffer, Hammer Bro, Chargin' Chuck, Bullet Bill, Cheep-Cheep | method_1(jump=Single Jump (258); cap_throw=No Cap Throw Needed; other=Capture, Ground Pound)",true,,,,,,,,,-2300.000,3750.000,9800.000,ShineInfo.szs,ShineList_WaterfallWorldHomeStage.byml;ShinePosList.byml,1,29,-1,8,false,true,4,ここ掘れポイント,くずれ岩の下に,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
WaterfallWorldHomeStage:2821:823,Cascade Kingdom,WaterfallWorldHomeStage,Cascade Kingdom,overworld,Under the Old Electrical Pole,WaterfallWorldHomeStage:2821:823,2821,823,ShineFlag_Extra,WaterfallWorldHomeStage::checkpoint::obj1724,,(TRex & GroundPound),WorldPeace_Cascade,MoonRockActive_Cascade,primary,unrated,,"captures=Dino, Tank, Coin Coffer, Hammer Bro, Chargin' Chuck, Chain Chomp, Bullet Bill | method_1(jump=Single Jump (258); cap_throw=No Cap Throw Needed; other=Capture, Ground Pound)",true,,,,,,,,,13550.000,732.407,6450.000,ShineInfo.szs,ShineList_WaterfallWorldHomeStage.byml;ShinePosList.byml,1,25,-1,8,false,true,4,ここ掘れポイント,古い電柱の中から,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
WaterfallWorldHomeStage:2823:825,Cascade Kingdom,WaterfallWorldHomeStage,Cascade Kingdom,overworld,Guarded by a Colossal Fossil,WaterfallWorldHomeStage:2823:825,2823,825,ShineFlag_Extra,WaterfallWorldHomeStage::checkpoint::obj601,,free,WorldPeace_Cascade,MoonRockActive_Cascade,primary,unrated,,"method_1(jump=Single Jump (258); cap_throw=Neutral Throw, Down Throw, Spin Throw; other=None)",true,,,,,,,,,-853.559,6012.700,3228.570,ShineInfo.szs,ShineList_WaterfallWorldHomeStage.byml;ShinePosList.byml,1,32,-1,8,false,true,4,帽子ひっかけポイント,巨大化石に守られて,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
WaterfallWorldHomeStage:2824:826,Cascade Kingdom,WaterfallWorldHomeStage,Cascade Kingdom,overworld,"Just a Hat, Skip, and a Jump",WaterfallWorldHomeStage:2824:826,2824,826,ShineFlag_Extra,WaterfallWorldHomeStage::checkpoint::obj1724,,free,WorldPeace_Cascade,MoonRockActive_Cascade,primary,unrated,,"method_1(jump=Long Jump; cap_throw=Neutral Throw, Up Throw, Down Throw, Spin Throw; other=None)",true,ShineAddByRock,G,-1,,3,-1,None,,8144.415,3450.000,-9700.050,WaterfallWorldHomeStageMap.szs;ShineInfo.szs,WaterfallWorldHomeStageMap.byml;ShineList_WaterfallWorldHomeStage.byml;ShinePosList.byml,1,28,-1,8,false,true,4,シャイン【月の石追加版】,帽子を投げて とび移れ,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
WaterfallWorldHomeStage:2898:866,Cascade Kingdom,WaterfallWorldHomeStage,Cascade Kingdom,overworld,Caveman Cave-Fan,WaterfallWorldHomeStage:2898:866,2898,866,ShineFlag_None,WaterfallWorldHomeStage::checkpoint::obj601,,free,WorldPeace_Cascade,MoonRockActive_Cascade,primary,unrated,,method_1(jump=Single Jump (258); cap_throw=No Cap Throw Needed; other=Outfit),true,,,,,,,,,-6150.000,6310.000,450.000,ShineInfo.szs,ShineList_WaterfallWorldHomeStage.byml;ShinePosList.byml,1,22,-1,44,false,false,3;4;6,帽子の民,発見！？ 原始人,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
WaterfallWorldHomeStage:2947:894,Cascade Kingdom,WaterfallWorldHomeStage,Cascade Kingdom,overworld,Cascade Kingdom Master Cup,WaterfallWorldHomeStage:2947:894,2947,894,ShineFlag_Extra,WaterfallWorldHomeStage::checkpoint::obj1724,,LongJump | Roll | Spin | TripleJump | Dive | LedgeGrab | WallJump | Vault,WorldPeace_Cascade,MoonRockActive_Cascade,primary,unrated,,method_1(jump=Long Jump; cap_throw=No Cap Throw Needed; other=None),true,,,,,,,,,12232.900,548.910,3040.560,ShineInfo.szs,ShineList_WaterfallWorldHomeStage.byml;ShinePosList.byml,1,24,-1,8,false,true,4,駆けっこ開始Npc,滝の国 マスターカップ,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
WaterfallWorldHomeStage:2423:906,Cascade Kingdom,WaterfallWorldHomeStage,Cascade Kingdom,overworld,A Tourist in the Cascade Kingdom,WaterfallWorldHomeStage:2423:906,2423,906,ShineFlag_None,WaterfallWorldHomeStage::checkpoint::obj1724,,(KingdomAccess_Sand & KingdomAccess_Metro),WorldPeace_Cascade,MoonRockActive_Cascade,primary,unrated,,method_1(jump=No Jump Needed; cap_throw=No Cap Throw Needed; other=Other Kingdom Trigger),true,,,,,,,,,11950.000,498.666,2400.000,ShineInfo.szs,ShineList_WaterfallWorldHomeStage.byml;ShinePosList.byml,1,8,-1,78,false,false,2;3;4;7,世界旅行NPC,滝の国に 来たっすな！,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
WaterfallWorldHomeStage:3110:1004,Cascade Kingdom,WaterfallWorldHomeStage,Cascade Kingdom,overworld,Rolling Rock by the Falls,WaterfallWorldHomeStage:3110:1004,3110,1004,ShineFlag_None,WaterfallWorldHomeStage::checkpoint::obj1724,,free,WorldPeace_Cascade,MoonRockActive_Cascade,primary,unrated,,method_1(jump=No Jump Needed; cap_throw=No Cap Throw Needed; other=None),true,KickStone,L,,,2;3;4;5;6,,,,-1400.000,1650.000,4100.000,WaterfallWorldHomeStageMap.szs;ShineInfo.szs,WaterfallWorldHomeStageMap.byml;ShineList_WaterfallWorldHomeStage.byml;ShinePosList.byml,5,19,-1,124,false,false,3;4;5;6;7,キック小石,キック！ 滝の石コロ,Use placement_stage_map_indices for StageMap availability and requirement_expr for local ability/capture needs. placement_scenario_no_values is the raw object ScenarioNo field.,casual,
