edge_id,kingdom,area_scope,from_node_id,to_node_id,requirement_expr,requirement_notes,edge_type,difficulty,bidirectional,source,notes,option_scenarios,status
edge_user_0369,Lake Kingdom,overworld,LakeWorldTownZone::start,LakeWorld2DZone::start,free,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0370,Lake Kingdom,overworld,LakeWorldTownZone::checkpoint::obj1323,LakeWorldTownZone::stage_change::Come::raw,free,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0384,Lake Kingdom,overworld,LakeWorldTownZone::checkpoint::obj220,LakeWorldTimerAthletic000Zone::start,free,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0413,Lake Kingdom,subarea,LakeWorldShopStage::entrance::LakeWorldShop::sub_near,LakeWorldShopStage::entrance::LakeWorldShop::sub_far,free,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0414,Lake Kingdom,subarea,FastenerExStage::entrance::FastenerEx::sub_near,FastenerExStage::entrance::FastenerEx::sub_far,free,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0038,Lost Kingdom,subarea,ImomuPoisonExStage::entrance::imomu_01::sub_near,ImomuPoisonExStage::entrance::imomu_02::sub_far,NeutralThrow | Imomu,,human_route,advanced;casual,false,editor,Created in graph editor.,,
edge_user_0039,Lost Kingdom,subarea,ImomuPoisonExStage::entrance::imomu_02::sub_far,ImomuPoisonExStage::entrance::imomu_01::sub_near,impossible,,human_route,casual,false,editor,Reverse of edge_user_0038.,,
edge_user_0160,Lost Kingdom,overworld,ClashWorldHomeStage::start,ClashWorldHomeStage::checkpoint::obj543,GroundPound | TripleJump | Dive,,human_route,casual;advanced;casual,true,editor,Created in graph editor.,,
edge_user_0161,Lost Kingdom,overworld,ClashWorldHomeStage::checkpoint::obj543,ClashWorldHomeStage::checkpoint::obj545,(GroundPound & WallJump),,human_route,casual,false,editor,Created in graph editor.,,
edge_user_0162,Lost Kingdom,overworld,ClashWorldHomeStage::checkpoint::obj543,ClashWorldHomeStage::checkpoint::obj2899,free,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0163,Lost Kingdom,overworld,ClashWorldHomeStage::checkpoint::obj545,ClashWorldHomeStage::entrance::Kinopio::home_in,free,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0164,Lost Kingdom,overworld,ClashWorldHomeStage::checkpoint::obj545,ClashWorldHomeStage::checkpoint::obj543,free,,human_route,casual,false,editor,Reverse of edge_user_0161.,,
edge_user_0166,Lost Kingdom,overworld,ClashWorldHomeStage::checkpoint::obj545,ClashWorldHomeStage::entrance::ClashWorldMoonEX2::home_in,free,,human_route,casual,false,editor,Created in graph editor.,,
edge_user_0167,Lost Kingdom,overworld,ClashWorldHomeStage::checkpoint::obj543,ClashWorldHomeStage::entrance::imomu_01::home_in,free,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0168,Lost Kingdom,overworld,ClashWorldHomeStage::entrance::imomu_02::home_out,ClashWorldHomeStage::start,free,,human_route,casual,false,editor,Created in graph editor.,,
edge_user_0169,Lost Kingdom,overworld,ClashWorldHomeStage::start,ClashWorldHomeStage::entrance::imomu_02::home_out,impossible,,human_route,casual,false,editor,Reverse of edge_user_0168.,,
edge_user_0373,Lost Kingdom,overworld,ClashWorldHomeStage::start,ClashWorldHomeStage::event::MoonRockActive_Lost,free,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0453,Lost Kingdom,overworld,ClashWorldHomeStage::checkpoint::obj543,ClashWorldHomeStage::place::new_place_3,(TripleJump & Dive),,human_route,casual,false,editor,Created in graph editor.,,
edge_user_0454,Lost Kingdom,overworld,ClashWorldHomeStage::place::new_place_2,ClashWorldHomeStage::place::new_place_3,free,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0455,Lost Kingdom,overworld,ClashWorldHomeStage::checkpoint::obj545,ClashWorldHomeStage::place::new_place_2,free,,human_route,casual,false,editor,Created in graph editor.,,
edge_user_0456,Lost Kingdom,overworld,ClashWorldHomeStage::place::new_place_2,ClashWorldHomeStage::checkpoint::obj545,(GroundPound & WallJump),,human_route,casual,false,editor,Reverse of edge_user_0455.,,
edge_user_0457,Lost Kingdom,overworld,ClashWorldHomeStage::checkpoint::obj543,ClashWorldHomeStage::place::new_place,GroundPound,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0458,Lost Kingdom,subarea,ClashWorldShopStage::entrance::Kinopio::sub_near,ClashWorldShopStage::entrance::Kinopio::sub_far,free,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0459,Lost Kingdom,subarea,JangoExStage::entrance::ClashWorldMoonEX2::sub_far,JangoExStage::entrance::ClashWorldMoonEX2::sub_near,free,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0188,Lost Kingdom,overworld,ClashWorldHomeStage::checkpoint::obj545,ClashWorldHomeStage::place::new_place,free,,human_route,expert,false,editor,Created in graph editor.,,
edge_user_0186,Lost Kingdom,overworld,ClashWorldHomeStage::checkpoint::obj543,ClashWorldHomeStage::place::new_place,Vault | KingdomAccess_Lost | Dive | WallJump | TripleJump | (GroundPound & Imomu) | Spin,,human_route,advanced;expert;advanced;advanced;advanced;casual;advanced,true,editor,Created in graph editor.,,
edge_user_0191,Lost Kingdom,overworld,ClashWorldHomeStage::checkpoint::obj543,ClashWorldHomeStage::place::new_place_3,Dive | (WallJump & Dive) | (Backflip & Dive) | WallJump | (Vault & NeutralThrow) | (Backflip & LedgeGrab) | (TripleJump & LedgeGrab) | (Spin & LedgeGrab) | (GroundPoundJump & LedgeGrab) | (SideFlip & LedgeGrab) | (Vault & UpThrow),,human_route,advanced;casual;advanced;advanced;advanced;advanced;advanced;advanced;advanced;advanced;advanced,false,editor,Created in graph editor.,,
edge_user_0192,Lost Kingdom,overworld,ClashWorldHomeStage::place::new_place_3,ClashWorldHomeStage::entrance::ClashWorldMoonEX2::home_in,free,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0193,Lost Kingdom,overworld,ClashWorldHomeStage::checkpoint::obj545,ClashWorldHomeStage::place::new_place_3,free,,human_route,casual,false,editor,Created in graph editor.,,
edge_user_0194,Lost Kingdom,overworld,ClashWorldHomeStage::place::new_place_3,ClashWorldHomeStage::checkpoint::obj545,(GroundPound & WallJump) | WallJump,,human_route,casual;advanced,false,editor,Reverse of edge_user_0193.,,
edge_user_0568,Lost Kingdom,overworld,ClashWorldHomeStage::place::new_place,ClashWorldHomeStage::checkpoint::obj545,impossible,,human_route,expert,false,editor,Reverse of edge_user_0188.,,
edge_user_0619,Lost Kingdom,overworld,ClashWorldHomeStage::entrance::ClashWorldMoonEX2::home_in,ClashWorldHomeStage::checkpoint::obj545,impossible,,human_route,casual,false,editor,Reverse of edge_user_0166.,,
edge_user_0165,Lost Kingdom,overworld,ClashWorldHomeStage::place::new_place_3,ClashWorldHomeStage::checkpoint::obj543,free,,human_route,casual,false,editor,Reverse of edge_user_0191.,,
edge_user_0063,Luncheon Kingdom,subarea,GabuzouClockExStage::entrance::GabuzouClockExdokan::sub_far,GabuzouClockExStage::entrance::GabuzouClockEx::sub_near,free,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0064,Luncheon Kingdom,subarea,LavaWorldFenceLiftExStage::entrance::FenceLiftEx::sub_near,LavaWorldFenceLiftExStage::entrance::FenceLiftExdokan::sub_far,Bubble,,human_route,casual,false,editor,Created in graph editor.,,
edge_user_0065,Luncheon Kingdom,subarea,LavaWorldFenceLiftExStage::entrance::FenceLiftExdokan::sub_far,LavaWorldFenceLiftExStage::entrance::FenceLiftEx::sub_near,impossible,,human_route,casual,false,editor,Reverse of edge_user_0064.,,
edge_user_0066,Luncheon Kingdom,subarea,LavaWorldUpDownExStage::entrance::KeyMoveEx::sub_near,LavaWorldUpDownExStage::entrance::KeyMoveExDokan::sub_far,free,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0067,Luncheon Kingdom,subarea,LavaWorldBubbleLaneExStage::entrance::PechoBubbleEx::sub_near,LavaWorldBubbleLaneExStage::entrance::PechoBubbleExDokan::sub_far,Bubble | (Vault & Dive & NeutralThrow),,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0068,Luncheon Kingdom,subarea,LavaWorldCostumeStage::entrance::CostumeEventWorldLava::sub_near,LavaWorldCostumeStage::entrance::CostumeOut::sub_far,free,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0069,Luncheon Kingdom,subarea,LavaWorldClockExStage::entrance::BBQEx::sub_near,LavaWorldClockExStage::entrance::BBQExDokan::sub_far,free,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0070,Luncheon Kingdom,subarea,CapAppearLavaLiftExStage::entrance::LavaLiftEx::sub_near,CapAppearLavaLiftExStage::entrance::LavaLiftExdokan::sub_far,free,,human_route,casual,false,editor,Created in graph editor.,,
edge_user_0071,Luncheon Kingdom,subarea,CapAppearLavaLiftExStage::entrance::LavaLiftExdokan::sub_far,CapAppearLavaLiftExStage::entrance::LavaLiftEx::sub_near,(Vault & WallJump & NeutralThrow),,human_route,casual,false,editor,Reverse of edge_user_0070.,,
edge_user_0460,Luncheon Kingdom,overworld,LavaWorldHomeStage::start,LavaWorldHomeStage::checkpoint::obj642,free,,human_route,casual,true,editor,Created in graph editor.,"1,3,4,5",
edge_user_0461,Luncheon Kingdom,overworld,LavaWorldHomeStage::checkpoint::obj642,LavaWorldHomeStage::checkpoint::obj2549,free,,human_route,casual,true,editor,Created in graph editor.,"3,4,5",
edge_user_0462,Luncheon Kingdom,overworld,LavaWorldHomeStage::checkpoint::obj642,LavaWorldHomeStage::place::new_place,free,,human_route,casual,false,editor,Created in graph editor.,,
edge_user_0463,Luncheon Kingdom,overworld,LavaWorldHomeStage::place::new_place,LavaWorldHomeStage::checkpoint::obj4619,free,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0467,Luncheon Kingdom,overworld,LavaWorldHomeStage::checkpoint::obj6042,LavaWorldHomeStage::start,free,,human_route,casual,false,editor,Created in graph editor.,,
edge_user_0468,Luncheon Kingdom,overworld,LavaWorldHomeStage::start,LavaWorldHomeStage::checkpoint::obj6042,impossible,,human_route,casual,false,editor,Reverse of edge_user_0467.,,
edge_user_0469,Luncheon Kingdom,overworld,LavaWorldHomeStage::checkpoint::obj4074,LavaWorldHomeStage::place::new_place_2,free,,human_route,casual,false,editor,Created in graph editor.,,
edge_user_0470,Luncheon Kingdom,overworld,LavaWorldHomeStage::start,LavaWorldHomeStage::event::MoonRockActive_Luncheon,Bubble,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0471,Luncheon Kingdom,overworld,LavaWorldHomeStage::checkpoint::obj2292,LavaWorldHomeStage::checkpoint::obj2549,Bubble,,human_route,casual,false,editor,Created in graph editor.,,
edge_user_0472,Luncheon Kingdom,overworld,LavaWorldHomeStage::checkpoint::obj4120,LavaWorldIslandZone::start,free,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0474,Luncheon Kingdom,overworld,LavaWorldTimerAthletic000Zone::start,LavaWorldHomeStage::start,free,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0475,Luncheon Kingdom,overworld,LavaWorldHomeStage::place::new_place,LavaWorldHomeStage::entrance::BBQEx::home_in,Bubble,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0476,Luncheon Kingdom,overworld,LavaWorldHomeStage::entrance::CostumeEventWorldLava::home_in,LavaWorldHomeStage::place::new_place,free,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0477,Luncheon Kingdom,overworld,LavaWorldHomeStage::entrance::ForkEX::home_in,LavaWorldHomeStage::place::new_place,free,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0478,Luncheon Kingdom,overworld,LavaWorldHomeStage::entrance::KeyMoveEx::home_in,LavaWorldHomeStage::place::new_place,free,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0479,Luncheon Kingdom,overworld,LavaWorldHomeStage::checkpoint::obj4074,LavaWorldHomeStage::entrance::MartinCubeEx::home_in,HammerBros,,human_route,casual,false,editor,Created in graph editor.,,
edge_user_0480,Luncheon Kingdom,overworld,LavaWorldHomeStage::entrance::MartinCubeEx::home_in,LavaWorldHomeStage::checkpoint::obj4074,free,,human_route,casual,false,editor,Reverse of edge_user_0479.,,
edge_user_0481,Luncheon Kingdom,overworld,LavaWorldHomeStage::entrance::PechoBubbleEx::home_in,LavaWorldHomeStage::checkpoint::obj4074,free,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0482,Luncheon Kingdom,overworld,LavaWorldHomeStage::entrance::shop::home_in,LavaWorldHomeStage::place::new_place,free,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0483,Luncheon Kingdom,overworld,LavaWorldHomeStage::checkpoint::obj6042,LavaWorldHomeStage::stage_change::Come::raw,free,,human_route,casual,false,editor,Created in graph editor.,,
edge_user_0485,Luncheon Kingdom,overworld,LavaWorldTimerAthletic001Zone::start,LavaWorldHomeStage::place::new_place,free,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0486,Luncheon Kingdom,overworld,LavaWorldHomeStage::place::new_place_5,LavaWorldHomeStage::checkpoint::obj2292,Bubble,,human_route,casual,false,editor,Created in graph editor.,,
edge_user_0487,Luncheon Kingdom,overworld,LavaWorldHomeStage::checkpoint::obj2292,LavaWorldHomeStage::checkpoint::obj4117,HackFork,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0488,Luncheon Kingdom,overworld,LavaWorldHomeStage::place::new_place,LavaWorldHomeStage::entrance::town::home_in,free,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0489,Luncheon Kingdom,overworld,LavaWorldHomeStage::place::new_place,LavaWorldHomeStage::entrance::TreasureEventWorldLava::home_in,free,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0490,Luncheon Kingdom,overworld,LavaWorldHomeStage::place::new_place_4,LavaWorldHomeStage::checkpoint::obj4074,free,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0491,Luncheon Kingdom,overworld,LavaWorldHomeStage::entrance::FenceLiftEx::home_in,LavaWorldHomeStage::checkpoint::obj642,free,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0492,Luncheon Kingdom,overworld,LavaWorldHomeStage::entrance::GabuzouClockEx::home_in,LavaWorldHomeStage::checkpoint::obj4074,free,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0493,Luncheon Kingdom,overworld,LavaWorldHomeStage::entrance::LavaLiftEx::home_in,LavaWorldHomeStage::checkpoint::obj2549,free,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0494,Luncheon Kingdom,overworld,LavaWorldHomeStage::place::new_place_6,LavaWorldHomeStage::checkpoint::obj4074,FireBros,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0495,Luncheon Kingdom,overworld,LavaWorldHomeStage::place::new_place_7,LavaWorldHomeStage::checkpoint::obj4074,Bubble,,human_route,casual,false,editor,Created in graph editor.,,
edge_user_0496,Luncheon Kingdom,overworld,LavaWorldCaveZone::start,LavaWorldHomeStage::checkpoint::obj2549,free,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0497,Luncheon Kingdom,subarea,LavaWorldShopStage::entrance::shop::sub_near,LavaWorldShopStage::entrance::shop::sub_far,free,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0498,Luncheon Kingdom,subarea,ForkExStage::entrance::ForkEX::sub_near,ForkExStage::entrance::ForkEX::sub_far,HackFork,,human_route,casual,false,editor,Created in graph editor.,,
edge_user_0499,Luncheon Kingdom,subarea,ForkExStage::entrance::ForkEX::sub_far,ForkExStage::entrance::ForkEX::sub_near,free,,human_route,casual,false,editor,Reverse of edge_user_0498.,,
edge_user_0500,Luncheon Kingdom,subarea,LavaBonus1Zone::entrance::town::sub_near,LavaBonus1Zone::entrance::town::sub_far,free,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0501,Luncheon Kingdom,subarea,LavaWorldTreasureStage::entrance::TreasureEventWorldLava::sub_near,LavaWorldTreasureStage::entrance::TreasureEventWorldLava::sub_far,free,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0502,Luncheon Kingdom,subarea,LavaWorldExcavationExStage::entrance::MartinCubeEx::sub_far,LavaWorldExcavationExStage::entrance::MartinCubeEx::sub_near,free,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0395,Luncheon Kingdom,overworld,LavaWorldHomeStage::checkpoint::obj4117,LavaWorldHomeStage::place::new_place_5,free,,human_route,advanced,true,editor,Created in graph editor.,,
edge_user_0396,Luncheon Kingdom,overworld,LavaWorldHomeStage::checkpoint::obj2292,LavaWorldHomeStage::place::new_place_5,free,,human_route,advanced,false,editor,Created in graph editor.,,
edge_user_0399,Luncheon Kingdom,overworld,LavaWorldHomeStage::checkpoint::obj4117,LavaWorldHomeStage::place::new_place_6,Bubble,,human_route,advanced,true,editor,Created in graph editor.,,
edge_user_0406,Luncheon Kingdom,overworld,LavaWorldHomeStage::checkpoint::obj4120,LavaWorldHomeStage::checkpoint::obj1061,impossible,,human_route,advanced,false,editor,Reverse of edge_user_0385.,,
edge_user_0385,Luncheon Kingdom,overworld,LavaWorldHomeStage::checkpoint::obj1061,LavaWorldHomeStage::checkpoint::obj4120,Vault | (GroundPound & RollBoost & TripleJump & Dive & NeutralThrow) | (LongJump & TripleJump & Dive & NeutralThrow),,human_route,advanced;expert;advanced,false,editor,Created in graph editor.,,
edge_user_0386,Luncheon Kingdom,overworld,LavaWorldHomeStage::start,LavaWorldHomeStage::checkpoint::obj2549,free,,human_route,casual,true,editor,Created in graph editor.,"2,3,4,5",
edge_user_0387,Luncheon Kingdom,overworld,LavaWorldHomeStage::checkpoint::obj1061,LavaWorldHomeStage::checkpoint::obj2292,free,,human_route,casual,true,editor,Created in graph editor.,"2,3,4,5",
edge_user_0388,Luncheon Kingdom,overworld,LavaWorldHomeStage::checkpoint::obj2549,LavaWorldHomeStage::checkpoint::obj2292,Bubble,,human_route,casual,false,editor,Created in graph editor.,,
edge_user_0389,Luncheon Kingdom,overworld,LavaWorldHomeStage::checkpoint::obj2292,LavaWorldHomeStage::checkpoint::obj4117,free,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0390,Luncheon Kingdom,overworld,LavaWorldHomeStage::start,LavaWorldHomeStage::place::new_place,free,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0378,Luncheon Kingdom,overworld,LavaWorldHomeStage::place::new_place,LavaWorldHomeStage::checkpoint::obj642,free,,human_route,casual,false,editor,Created in graph editor.,"1,3,4,5",
edge_user_0382,Luncheon Kingdom,overworld,LavaWorldHomeStage::place::new_place,LavaWorldHomeStage::place::new_place_2,free,,human_route,casual,false,editor,Created in graph editor.,,
edge_user_0381,Luncheon Kingdom,overworld,LavaWorldHomeStage::place::new_place_2,LavaWorldHomeStage::checkpoint::obj4074,HammerBros,,human_route,casual,false,editor,Created in graph editor.,"1,3,4,5",
edge_user_0392,Luncheon Kingdom,overworld,LavaWorldHomeStage::place::new_place_2,LavaWorldHomeStage::place::new_place_3,HammerBros,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0393,Luncheon Kingdom,overworld,LavaWorldHomeStage::place::new_place_3,LavaWorldHomeStage::checkpoint::obj4120,Bubble,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0394,Luncheon Kingdom,overworld,LavaWorldHomeStage::place::new_place_2,LavaWorldHomeStage::checkpoint::obj1061,HackFork | (Vault & LedgeGrab & NeutralThrow) | (WallJump & Dive) | (Backflip & Vault & NeutralThrow) | (Backflip & WallJump & DownThrow & SpinThrow & LedgeGrab) | (Backflip & WallJump & NeutralThrow & SpinThrow & LedgeGrab) | (Backflip & WallJump & UpThrow & SpinThrow & LedgeGrab) | (Backflip & WallJump & NeutralThrow) | (GroundPoundJump & WallJump & NeutralThrow) | (SideFlip & WallJump & NeutralThrow) | (SideFlip & Vault & NeutralThrow) | (GroundPoundJump & Vault & NeutralThrow) | (Vault & Dive & NeutralThrow) | (TripleJump & WallJump & NeutralThrow) | (TripleJump & NeutralThrow & Vault) | (GroundPoundJump & WallJump & LedgeGrab & NeutralThrow) | (SideFlip & WallJump & LedgeGrab & NeutralThrow) | (TripleJump & WallJump & LedgeGrab & NeutralThrow),,human_route,casual;advanced;advanced;advanced;advanced;advanced;advanced;expert;expert;expert;advanced;advanced;advanced;expert;advanced;advanced;advanced;advanced,true,editor,Created in graph editor.,,
edge_user_0383,Luncheon Kingdom,overworld,LavaWorldHomeStage::place::new_place,LavaWorldHomeStage::place::new_place_4,WallJump | HammerBros | FireBros | (Vault & Dive & NeutralThrow) | (Vault & LedgeGrab & NeutralThrow) | (Vault & WallJump & NeutralThrow) | (TripleJump & WallJump & LedgeGrab) | Bubble,,human_route,advanced;advanced;advanced;advanced;advanced;advanced;advanced;casual,true,editor,Created in graph editor.,"1,2,3,4,5;1,2,3,4,5;2,3,4,5;1,2,3,4,5;1,2,3,4,5;1,2,3,4,5;1,2,3,4,5;2,3,4,5",
edge_user_0398,Luncheon Kingdom,overworld,LavaWorldHomeStage::place::new_place_2,LavaWorldHomeStage::place::new_place_5,Bubble,,human_route,casual,true,editor,Lava Bubble only available in Post Game scenario,5,
edge_user_0397,Luncheon Kingdom,overworld,LavaWorldHomeStage::place::new_place_2,LavaWorldHomeStage::place::new_place_6,FireBros,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0400,Luncheon Kingdom,overworld,LavaWorldHomeStage::checkpoint::obj1061,LavaWorldHomeStage::place::new_place_7,free,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0401,Luncheon Kingdom,overworld,LavaWorldHomeStage::checkpoint::obj4074,LavaWorldHomeStage::place::new_place_7,HammerBros | FireBros | Bubble | Vault | KingdomAccess_Luncheon | (TripleJump & Dive) | (Spin & Dive),,human_route,casual;casual;casual;advanced;advanced;advanced;advanced,false,editor,Created in graph editor.,"1,2,3,4,5;2,3,4,5",
edge_user_0402,Luncheon Kingdom,overworld,LavaWorldHomeStage::start,LavaWorldHomeStage::event::MoonRockActive_Luncheon,free,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0403,Luncheon Kingdom,overworld,LavaWorldHomeStage::checkpoint::obj4619,LavaWorldHomeStage::event::MoonRockActive_Luncheon,Bubble,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0404,Luncheon Kingdom,overworld,LavaWorldHomeStage::stage_change::Come::raw,LavaWorldHomeStage::checkpoint::obj6042,free,,human_route,casual,false,editor,Created in graph editor.,,
edge_user_0405,Luncheon Kingdom,overworld,LavaWorldHomeStage::checkpoint::obj4120,LavaWorldHomeStage::stage_change::Go::raw,free,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0265,Luncheon Kingdom,overworld,LavaWorldHomeStage::place::new_place,LavaWorldHomeStage::place::new_place_2,Bubble | NeutralThrow,,human_route,casual;advanced,false,editor,Created in graph editor.,,
edge_user_0266,Luncheon Kingdom,overworld,LavaWorldHomeStage::place::new_place_2,LavaWorldHomeStage::place::new_place,free,,human_route,casual,false,editor,Reverse of edge_user_0265.,,
edge_user_0415,Luncheon Kingdom,overworld,LavaWorldHomeStage::place::new_place,LavaWorldHomeStage::checkpoint::obj2549,free,,human_route,casual,true,editor,Created in graph editor.,"2,3,4,5",
edge_user_0473,Luncheon Kingdom,overworld,LavaWorldHomeStage::checkpoint::obj4120,LavaWorldHomeStage::place::new_place_2,Bubble,,human_route,casual,false,editor,Created in graph editor.,,
edge_user_0599,Luncheon Kingdom,overworld,LavaWorldHomeStage::place::new_place_2,LavaWorldHomeStage::checkpoint::obj4120,impossible,,human_route,casual,false,editor,Reverse of edge_user_0473.,,
edge_user_0720,Luncheon Kingdom,overworld,LavaWorldHomeStage::checkpoint::obj1061,LavaWorldHomeStage::place::new_place_8,CarryMeat,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0721,Luncheon Kingdom,overworld,LavaWorldHomeStage::checkpoint::obj4117,LavaWorldHomeStage::place::new_place_8,Bubble,,human_route,casual,true,editor,Created in graph editor.,"3,4,5",
edge_user_0040,Metro Kingdom,subarea,PoleKillerExStage::entrance::bou::sub_near,PoleKillerExStage::entrance::boureturn::sub_far,Climb | (Dive & Vault & NeutralThrow) | (WallJump & Dive & NeutralThrow) | (WallJump & Dive & NeutralThrow & Killer & LedgeGrab) | (Backflip & Dive) | (GroundPoundJump & Dive) | (Spin & Dive) | (Backflip & Vault & NeutralThrow) | (GroundPoundJump & Vault & NeutralThrow) | (Spin & UpThrow & Vault),,human_route,casual;advanced;expert;advanced;expert;expert;expert;expert;expert;expert,true,editor,Created in graph editor.,,
edge_user_0041,Metro Kingdom,subarea,CityWorldShop01Stage::entrance::shop_coin::sub_near,CityWorldShop01Stage::entrance::shop_corect::sub_near,free,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0042,Metro Kingdom,subarea,CityPeopleRoadStage::entrance::gunsyu::sub_near,CityPeopleRoadStage::entrance::gunsyudokan::sub_far,free,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0043,Metro Kingdom,subarea,ElectricWireExStage::entrance::densen::sub_near,ElectricWireExStage::entrance::densendokan::sub_far,ElectricWire,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0044,Metro Kingdom,subarea,BikeSteelExStage::entrance::bike::sub_near,BikeSteelExStage::entrance::bikereturn::sub_far,free,,human_route,casual,false,editor,Created in graph editor.,,
edge_user_0045,Metro Kingdom,subarea,BikeSteelExStage::entrance::bikereturn::sub_far,BikeSteelExStage::entrance::bike::sub_near,impossible,,human_route,casual,false,editor,Reverse of edge_user_0044.,,
edge_user_0046,Metro Kingdom,subarea,TrexBikeExStage::entrance::bike02::sub_near,TrexBikeExStage::entrance::bike02return::sub_far,free,,human_route,casual,false,editor,Created in graph editor.,,
edge_user_0047,Metro Kingdom,subarea,TrexBikeExStage::entrance::bike02return::sub_far,TrexBikeExStage::entrance::bike02::sub_near,impossible,,human_route,casual,false,editor,Reverse of edge_user_0046.,,
edge_user_0048,Metro Kingdom,subarea,SwingSteelExStage::entrance::gragra::sub_near,SwingSteelExStage::entrance::gragrareturn::sub_far,free,,human_route,casual,true,editor,Created in graph editor.,,
edge_user_0186,Metro Kingdom,overworld,CityWorldHomeStage::start,CityWorldHomeStage::checkpoint::obj8918,ElectricWire | (Vault & Dive & NeutralThrow),,human_route,casual;advanced,true,editor,Created in graph editor.,1,
edge_user_0188,Metro Kingdom,overworld,CityWorldHomeStage::checkpoint::obj8918,CityWorldHomeStage::checkpoint::obj9086,free,,human_route,casual,true,editor,Created in graph editor.,1,
edge_user_0189,Metro Kingdom,overworld,CityWorldHomeStage::checkpoint::obj9086,CityWorldHomeStage::checkpoint::obj9017,free,,human_route,casual,true,editor,Created in graph editor.,1,
edge_user_0190,Metro Kingdom,overworld,CityWorldHomeStage::checkpoint::obj9017,CityWorldHomeStage::checkpoint::obj3996,ElectricWire | WallJump,,human_route,casual,true,editor,Created in graph editor.,1,
edge_user_0191,Metro Kingdom,overworld,CityWorldHomeStage::checkpoint::obj5016,CityWorldHomeStage::checkpoint::obj3996,free,,human_route,casual,false,editor,Created in graph editor.,"1,2,4,5,6,7,8,9,10,11",
edge_user_0192,Metro Kingdom,overworld,CityWorldHomeStage::checkpoint::obj3996,CityWorldHomeStage::checkpoint::obj5016,Climb | (Vault & Dive & WallJump & NeutralThrow),,human_route,casual;advanced,false,editor,Reverse of edge_user_0191.,,
edge_user_0193,Metro Kingdom,overworld,CityWorldHomeStage::checkpoint::obj14061,CityWorldHomeStage::start,free,,human_route,casual,false,editor,Created in graph editor.,"2,4,5,6,7,8,9,10,11",
edge_user_0194,Metro Kingdom,overworld,CityWorldHomeStage::start,CityWorldHomeStage::checkpoint::obj14061,impossible,,human_route,casual,false,editor,Reverse of edge_user_0193.,,
