node_id,kingdom,stage,stage_display_name,area_scope,node_type,source,entrance_id,side,obj_id,display_name,x,y,z,scenario_indices,notes,status
ClashWorldHomeStage::entrance::imomu_02::home_out,Lost Kingdom,ClashWorldHomeStage,Lost Kingdom,overworld,home_entrance,EntranceDB,imomu_02,home_out,obj1641,Home return: imomu_02,5662.062,400.000,8631.596,3,Links to ImomuPoisonExStage. StageData anchor UnitConfigName=DokanStageChange.,
ClashWorldHomeStage::stage_change::ClashStart1::raw,Lost Kingdom,ClashWorldHomeStage,Lost Kingdom,overworld,stage_change,StageData,ClashStart1,raw,obj2772,Stage Change ClashStart1,6700.000,400.000,13300.000,2;3,Raw UnitConfigName=PlayerStartObjNoLink.,
ClashWorldHomeStage::stage_change::ClashWorldMoonEX2::raw,Lost Kingdom,ClashWorldHomeStage,Lost Kingdom,overworld,stage_change,StageData,ClashWorldMoonEX2,raw,obj1639,Stage Change ClashWorldMoonEX2,-1200.000,4100.000,3050.000,3,Raw UnitConfigName=DokanStageChange.,
ClashWorldHomeStage::stage_change::Kinopio::raw,Lost Kingdom,ClashWorldHomeStage,Lost Kingdom,overworld,stage_change,StageData,Kinopio,raw,obj3798,Stage Change Kinopio,-2800.041,7300.000,3200.073,0;1;2;3,Raw UnitConfigName=ChangeStageArea.,
ClashWorldHomeStage::stage_change::imomu_01::raw,Lost Kingdom,ClashWorldHomeStage,Lost Kingdom,overworld,stage_change,StageData,imomu_01,raw,obj1640,Stage Change imomu_01,6600.000,400.000,9000.000,3,Raw UnitConfigName=DokanStageChange.,
ClashWorldHomeStage::stage_change::imomu_02::raw,Lost Kingdom,ClashWorldHomeStage,Lost Kingdom,overworld,stage_change,StageData,imomu_02,raw,obj1641,Stage Change imomu_02,5662.062,400.000,8631.596,3,Raw UnitConfigName=DokanStageChange.,
ClashWorldHomeStage::start,Lost Kingdom,ClashWorldHomeStage,Lost Kingdom,overworld,stage_start,generated,,,,Default start,,,,,Rename or split if this stage has multiple meaningful starts.,
ClashWorldHomeStage::event::MoonRockActive_Lost,Lost Kingdom,ClashWorldHomeStage,Lost Kingdom,overworld,state_event,StageData:progression_events,,,obj610,Moon Rock,8200.000,-428.193,-1150.000,3,Fill the route to the Moon Rock and any prerequisite story/global state. Location imported from StageData obj obj610.,
ClashWorldHomeStage::event::WorldPeace_Lost,Lost Kingdom,ClashWorldHomeStage,Lost Kingdom,overworld,state_event,progression_events,,,,Lost Kingdom World Peace,,,,,Fill the story moons/bosses that must be completed for world peace in this kingdom.,
ClashWorldShopStage::stage_change::Kinopio::raw,Lost Kingdom,ClashWorldShopStage,Crazy Cap Store,subarea,stage_change,StageData,Kinopio,raw,obj12,Stage Change Kinopio,0.000,-100.000,50.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=ChangeStageArea.,
ClashWorldShopStage::stage_change::kinopio::raw,Lost Kingdom,ClashWorldShopStage,Crazy Cap Store,subarea,stage_change,StageData,kinopio,raw,obj2,Stage Change kinopio,0.000,0.000,-400.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=PlayerActorHakoniwa.,
ClashWorldShopStage::start,Lost Kingdom,ClashWorldShopStage,Crazy Cap Store,subarea,stage_start,generated,,,,Default start,,,,,Rename or split if this stage has multiple meaningful starts.,
ClashWorldShopStage::entrance::Kinopio::sub_far,Lost Kingdom,ClashWorldShopStage,Crazy Cap Store,subarea,substage_entrance,EntranceDB,Kinopio,sub_far,obj12,Substage far side: Kinopio,0.000,-100.000,50.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Connected from ClashWorldHomeStage. StageData anchor UnitConfigName=ChangeStageArea.,
ClashWorldShopStage::entrance::Kinopio::sub_near,Lost Kingdom,ClashWorldShopStage,Crazy Cap Store,subarea,substage_entrance,EntranceDB,Kinopio,sub_near,obj12,Substage near side: Kinopio,0.000,-100.000,50.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Connected from ClashWorldHomeStage. StageData anchor UnitConfigName=ChangeStageArea.,
ImomuPoisonExStage::stage_change::imomu_01::raw,Lost Kingdom,ImomuPoisonExStage,Stretch and Traverse the Jungle,subarea,stage_change,StageData,imomu_01,raw,obj5483,Stage Change imomu_01,-15200.000,-300.000,-4700.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=DokanStageChange.,
ImomuPoisonExStage::stage_change::imomu_02::raw,Lost Kingdom,ImomuPoisonExStage,Stretch and Traverse the Jungle,subarea,stage_change,StageData,imomu_02,raw,obj5484,Stage Change imomu_02,-15300.000,-100.000,-27450.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=DokanStageChange.,
ImomuPoisonExStage::start,Lost Kingdom,ImomuPoisonExStage,Stretch and Traverse the Jungle,subarea,stage_start,generated,,,,Default start,,,,,Rename or split if this stage has multiple meaningful starts.,
ImomuPoisonExStage::entrance::imomu_01::sub_near,Lost Kingdom,ImomuPoisonExStage,Stretch and Traverse the Jungle,subarea,substage_entrance,EntranceDB,imomu_01,sub_near,obj5483,Substage near side: imomu_01,-15200.000,-300.000,-4700.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Connected from ClashWorldHomeStage. StageData anchor UnitConfigName=DokanStageChange.,
ImomuPoisonExStage::entrance::imomu_02::sub_far,Lost Kingdom,ImomuPoisonExStage,Stretch and Traverse the Jungle,subarea,substage_entrance,EntranceDB,imomu_02,sub_far,obj5484,Substage far side: imomu_02,-15300.000,-100.000,-27450.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Connected from ClashWorldHomeStage. StageData anchor UnitConfigName=DokanStageChange.,
JangoExStage::stage_change::ClashWorldMoonEX2::raw,Lost Kingdom,JangoExStage,Klepto 2 - Lava Boogaloo,subarea,stage_change,StageData,ClashWorldMoonEX2,raw,obj278,Stage Change ClashWorldMoonEX2,460.000,100.000,2850.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=DokanStageChange.,
JangoExStage::start,Lost Kingdom,JangoExStage,Klepto 2 - Lava Boogaloo,subarea,stage_start,generated,,,,Default start,,,,,Rename or split if this stage has multiple meaningful starts.,
JangoExStage::entrance::ClashWorldMoonEX2::sub_far,Lost Kingdom,JangoExStage,Klepto 2 - Lava Boogaloo,subarea,substage_entrance,EntranceDB,ClashWorldMoonEX2,sub_far,obj278,Substage far side: ClashWorldMoonEX2,460.000,100.000,2850.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Connected from ClashWorldHomeStage. StageData anchor UnitConfigName=DokanStageChange.,
JangoExStage::entrance::ClashWorldMoonEX2::sub_near,Lost Kingdom,JangoExStage,Klepto 2 - Lava Boogaloo,subarea,substage_entrance,EntranceDB,ClashWorldMoonEX2,sub_near,obj278,Substage near side: ClashWorldMoonEX2,460.000,100.000,2850.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Connected from ClashWorldHomeStage. StageData anchor UnitConfigName=DokanStageChange.,
ClashWorldHomeStage::stage_change::Start::raw,Lost Kingdom,ClashWorldHomeStage,Lost Kingdom,overworld,stage_change,StageData,Start,raw,obj3976,Stage Change Start,5563.963,-1066.134,12329.452,1,Raw UnitConfigName=ChangeStageArea.,
ClashWorldHomeStage::place::new_place,Lost Kingdom,ClashWorldHomeStage,Lost Kingdom,overworld,custom_place,editor,,,,On a Tree in the Swamp Free,,,,,Human-authored logic place.,
ClashWorldHomeStage::place::new_place_2,Lost Kingdom,ClashWorldHomeStage,Lost Kingdom,overworld,custom_place,editor,,,,A Butterfly's Treasure Free,,,,,Human-authored logic place.,
ClashWorldHomeStage::place::new_place_3,Lost Kingdom,ClashWorldHomeStage,Lost Kingdom,overworld,custom_place,editor,,,,Halfway Point,,,,,Human-authored logic place.,
CapAppearLavaLiftExStage::stage_change::LavaLiftEx::raw,Luncheon Kingdom,CapAppearLavaLiftExStage,Volcano Cave Cruising,subarea,stage_change,StageData,LavaLiftEx,raw,obj649,Stage Change LavaLiftEx,-400.000,0.000,900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=DokanStageChange.,
CapAppearLavaLiftExStage::stage_change::LavaLiftExdokan::raw,Luncheon Kingdom,CapAppearLavaLiftExStage,Volcano Cave Cruising,subarea,stage_change,StageData,LavaLiftExdokan,raw,obj650,Stage Change LavaLiftExdokan,-200.000,1500.000,750.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=DokanStageChange.,
CapAppearLavaLiftExStage::start,Luncheon Kingdom,CapAppearLavaLiftExStage,Volcano Cave Cruising,subarea,stage_start,generated,,,,Default start,,,,,Rename or split if this stage has multiple meaningful starts.,
CapAppearLavaLiftExStage::entrance::LavaLiftEx::sub_near,Luncheon Kingdom,CapAppearLavaLiftExStage,Volcano Cave Cruising,subarea,substage_entrance,EntranceDB,LavaLiftEx,sub_near,obj649,Substage near side: LavaLiftEx,-400.000,0.000,900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Connected from LavaWorldHomeStage. StageData anchor UnitConfigName=DokanStageChange.,
CapAppearLavaLiftExStage::entrance::LavaLiftExdokan::sub_far,Luncheon Kingdom,CapAppearLavaLiftExStage,Volcano Cave Cruising,subarea,substage_entrance,EntranceDB,LavaLiftExdokan,sub_far,obj650,Substage far side: LavaLiftExdokan,-200.000,1500.000,750.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Connected from LavaWorldHomeStage. StageData anchor UnitConfigName=DokanStageChange.,
ForkExStage::stage_change::ForkEX::raw,Luncheon Kingdom,ForkExStage,Fork-Flickin to the Summit,subarea,stage_change,StageData,ForkEX,raw,obj5759,Stage Change ForkEX,-926.525,-50.000,900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=ChangeStageArea.,
ForkExStage::start,Luncheon Kingdom,ForkExStage,Fork-Flickin to the Summit,subarea,stage_start,generated,,,,Default start,,,,,Rename or split if this stage has multiple meaningful starts.,
ForkExStage::entrance::ForkEX::sub_far,Luncheon Kingdom,ForkExStage,Fork-Flickin to the Summit,subarea,substage_entrance,EntranceDB,ForkEX,sub_far,obj5759;obj5761,Substage far side: ForkEX,,,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Connected from LavaWorldHomeStage. StageData anchor UnitConfigName=ChangeStageArea.,
ForkExStage::entrance::ForkEX::sub_near,Luncheon Kingdom,ForkExStage,Fork-Flickin to the Summit,subarea,substage_entrance,EntranceDB,ForkEX,sub_near,obj5759;obj5761,Substage near side: ForkEX,,,,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Connected from LavaWorldHomeStage. StageData anchor UnitConfigName=ChangeStageArea.,
GabuzouClockExStage::stage_change::GabuzouClockEx::raw,Luncheon Kingdom,GabuzouClockExStage,Blazing Above the Gears,subarea,stage_change,StageData,GabuzouClockEx,raw,obj901,Stage Change GabuzouClockEx,-2900.000,900.000,150.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=DokanStageChange.,
GabuzouClockExStage::stage_change::GabuzouClockExdokan::raw,Luncheon Kingdom,GabuzouClockExStage,Blazing Above the Gears,subarea,stage_change,StageData,GabuzouClockExdokan,raw,obj900,Stage Change GabuzouClockExdokan,-7700.000,4200.000,-8900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=DokanStageChange.,
GabuzouClockExStage::start,Luncheon Kingdom,GabuzouClockExStage,Blazing Above the Gears,subarea,stage_start,generated,,,,Default start,,,,,Rename or split if this stage has multiple meaningful starts.,
GabuzouClockExStage::entrance::GabuzouClockEx::sub_near,Luncheon Kingdom,GabuzouClockExStage,Blazing Above the Gears,subarea,substage_entrance,EntranceDB,GabuzouClockEx,sub_near,obj901,Substage near side: GabuzouClockEx,-2900.000,900.000,150.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Connected from LavaWorldHomeStage. StageData anchor UnitConfigName=DokanStageChange.,
GabuzouClockExStage::entrance::GabuzouClockExdokan::sub_far,Luncheon Kingdom,GabuzouClockExStage,Blazing Above the Gears,subarea,substage_entrance,EntranceDB,GabuzouClockExdokan,sub_far,obj900,Substage far side: GabuzouClockExdokan,-7700.000,4200.000,-8900.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Connected from LavaWorldHomeStage. StageData anchor UnitConfigName=DokanStageChange.,
LavaBonus1Zone::stage_change::town::raw,Luncheon Kingdom,LavaBonus1Zone,Luncheon Kingdom Slots(?),subarea,stage_change,StageData,town,raw,obj25,Stage Change town,3.793,-250.000,600.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=ChangeStageArea.,
LavaBonus1Zone::start,Luncheon Kingdom,LavaBonus1Zone,Luncheon Kingdom Slots(?),subarea,stage_start,generated,,,,Default start,,,,,Rename or split if this stage has multiple meaningful starts.,
LavaWorldBubbleLaneExStage::stage_change::PechoBubbleEx::raw,Luncheon Kingdom,LavaWorldBubbleLaneExStage,Narrow Magma Path,subarea,stage_change,StageData,PechoBubbleEx,raw,obj378,Stage Change PechoBubbleEx,2250.000,2250.000,1800.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=ChangeStageArea.,
LavaWorldBubbleLaneExStage::stage_change::PechoBubbleExDokan::raw,Luncheon Kingdom,LavaWorldBubbleLaneExStage,Narrow Magma Path,subarea,stage_change,StageData,PechoBubbleExDokan,raw,obj366,Stage Change PechoBubbleExDokan,1600.000,4450.000,-13950.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=DokanStageChange.,
LavaWorldBubbleLaneExStage::start,Luncheon Kingdom,LavaWorldBubbleLaneExStage,Narrow Magma Path,subarea,stage_start,generated,,,,Default start,,,,,Rename or split if this stage has multiple meaningful starts.,
LavaWorldBubbleLaneExStage::entrance::PechoBubbleEx::sub_near,Luncheon Kingdom,LavaWorldBubbleLaneExStage,Narrow Magma Path,subarea,substage_entrance,EntranceDB,PechoBubbleEx,sub_near,obj378,Substage near side: PechoBubbleEx,2250.000,2250.000,1800.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Connected from LavaWorldHomeStage. StageData anchor UnitConfigName=ChangeStageArea.,
LavaWorldBubbleLaneExStage::entrance::PechoBubbleExDokan::sub_far,Luncheon Kingdom,LavaWorldBubbleLaneExStage,Narrow Magma Path,subarea,substage_entrance,EntranceDB,PechoBubbleExDokan,sub_far,obj366,Substage far side: PechoBubbleExDokan,1600.000,4450.000,-13950.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Connected from LavaWorldHomeStage. StageData anchor UnitConfigName=DokanStageChange.,
LavaWorldClockExStage::stage_change::BBQEx::raw,Luncheon Kingdom,LavaWorldClockExStage,Spinning Athletics,subarea,stage_change,StageData,BBQEx,raw,obj435,Stage Change BBQEx,-300.000,150.000,150.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=ChangeStageArea.,
LavaWorldClockExStage::stage_change::BBQExDokan::raw,Luncheon Kingdom,LavaWorldClockExStage,Spinning Athletics,subarea,stage_change,StageData,BBQExDokan,raw,obj437,Stage Change BBQExDokan,14400.000,1350.000,1200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=DokanStageChange.,
LavaWorldClockExStage::start,Luncheon Kingdom,LavaWorldClockExStage,Spinning Athletics,subarea,stage_start,generated,,,,Default start,,,,,Rename or split if this stage has multiple meaningful starts.,
LavaWorldClockExStage::entrance::BBQEx::sub_near,Luncheon Kingdom,LavaWorldClockExStage,Spinning Athletics,subarea,substage_entrance,EntranceDB,BBQEx,sub_near,obj435,Substage near side: BBQEx,-300.000,150.000,150.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Connected from LavaWorldHomeStage. StageData anchor UnitConfigName=ChangeStageArea.,
LavaWorldClockExStage::entrance::BBQExDokan::sub_far,Luncheon Kingdom,LavaWorldClockExStage,Spinning Athletics,subarea,substage_entrance,EntranceDB,BBQExDokan,sub_far,obj437,Substage far side: BBQExDokan,14400.000,1350.000,1200.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Connected from LavaWorldHomeStage. StageData anchor UnitConfigName=DokanStageChange.,
LavaWorldCostumeStage::stage_change::CostumeEventWorldLava::raw,Luncheon Kingdom,LavaWorldCostumeStage,Simmering in the Kitchen,subarea,stage_change,StageData,CostumeEventWorldLava,raw,obj47,Stage Change CostumeEventWorldLava,57.623,-103.428,2579.594,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=ChangeStageArea.,
LavaWorldCostumeStage::stage_change::CostumeOut::raw,Luncheon Kingdom,LavaWorldCostumeStage,Simmering in the Kitchen,subarea,stage_change,StageData,CostumeOut,raw,obj35,Stage Change CostumeOut,1000.000,1300.000,-12350.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=DokanStageChange.,
LavaWorldCostumeStage::start,Luncheon Kingdom,LavaWorldCostumeStage,Simmering in the Kitchen,subarea,stage_start,generated,,,,Default start,,,,,Rename or split if this stage has multiple meaningful starts.,
LavaWorldCostumeStage::entrance::CostumeEventWorldLava::sub_near,Luncheon Kingdom,LavaWorldCostumeStage,Simmering in the Kitchen,subarea,substage_entrance,EntranceDB,CostumeEventWorldLava,sub_near,obj47,Substage near side: CostumeEventWorldLava,57.623,-103.428,2579.594,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Connected from LavaWorldHomeStage. StageData anchor UnitConfigName=ChangeStageArea.,
LavaWorldCostumeStage::entrance::CostumeOut::sub_far,Luncheon Kingdom,LavaWorldCostumeStage,Simmering in the Kitchen,subarea,substage_entrance,EntranceDB,CostumeOut,sub_far,obj35,Substage far side: CostumeOut,1000.000,1300.000,-12350.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Connected from LavaWorldHomeStage. StageData anchor UnitConfigName=DokanStageChange.,
LavaWorldExcavationExStage::stage_change::MartinCubeEx::raw,Luncheon Kingdom,LavaWorldExcavationExStage,Shards in the Cheese Rocks,subarea,stage_change,StageData,MartinCubeEx,raw,obj441,Stage Change MartinCubeEx,-2000.000,-100.000,-700.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=ChangeStageArea.,
LavaWorldExcavationExStage::start,Luncheon Kingdom,LavaWorldExcavationExStage,Shards in the Cheese Rocks,subarea,stage_start,generated,,,,Default start,,,,,Rename or split if this stage has multiple meaningful starts.,
LavaWorldExcavationExStage::entrance::MartinCubeEx::sub_far,Luncheon Kingdom,LavaWorldExcavationExStage,Shards in the Cheese Rocks,subarea,substage_entrance,EntranceDB,MartinCubeEx,sub_far,obj441,Substage far side: MartinCubeEx,-2000.000,-100.000,-700.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Connected from LavaWorldHomeStage. StageData anchor UnitConfigName=ChangeStageArea.,
LavaWorldExcavationExStage::entrance::MartinCubeEx::sub_near,Luncheon Kingdom,LavaWorldExcavationExStage,Shards in the Cheese Rocks,subarea,substage_entrance,EntranceDB,MartinCubeEx,sub_near,obj441,Substage near side: MartinCubeEx,-2000.000,-100.000,-700.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Connected from LavaWorldHomeStage. StageData anchor UnitConfigName=ChangeStageArea.,
LavaWorldFenceLiftExStage::stage_change::FenceLiftEx::raw,Luncheon Kingdom,LavaWorldFenceLiftExStage,Lava Island Fly-By,subarea,stage_change,StageData,FenceLiftEx,raw,obj992,Stage Change FenceLiftEx,-850.000,250.000,8150.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=DokanStageChange.,
LavaWorldFenceLiftExStage::stage_change::FenceLiftExdokan::raw,Luncheon Kingdom,LavaWorldFenceLiftExStage,Lava Island Fly-By,subarea,stage_change,StageData,FenceLiftExdokan,raw,obj411,Stage Change FenceLiftExdokan,0.000,1200.000,-8250.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Raw UnitConfigName=DokanStageChange.,
LavaWorldFenceLiftExStage::start,Luncheon Kingdom,LavaWorldFenceLiftExStage,Lava Island Fly-By,subarea,stage_start,generated,,,,Default start,,,,,Rename or split if this stage has multiple meaningful starts.,
LavaWorldFenceLiftExStage::entrance::FenceLiftEx::sub_near,Luncheon Kingdom,LavaWorldFenceLiftExStage,Lava Island Fly-By,subarea,substage_entrance,EntranceDB,FenceLiftEx,sub_near,obj992,Substage near side: FenceLiftEx,-850.000,250.000,8150.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Connected from LavaWorldHomeStage. StageData anchor UnitConfigName=DokanStageChange.,
LavaWorldFenceLiftExStage::entrance::FenceLiftExdokan::sub_far,Luncheon Kingdom,LavaWorldFenceLiftExStage,Lava Island Fly-By,subarea,substage_entrance,EntranceDB,FenceLiftExdokan,sub_far,obj411,Substage far side: FenceLiftExdokan,0.000,1200.000,-8250.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Connected from LavaWorldHomeStage. StageData anchor UnitConfigName=DokanStageChange.,
LavaWorldHomeStage::checkpoint::obj1061,Luncheon Kingdom,LavaWorldHomeStage,Luncheon Kingdom,overworld,checkpoint,StageData,,,obj1061,Meat Plateau Checkpoint (obj1061),-17350.000,6450.000,-4650.000,0;1;2;6;7;9,Raw UnitConfigName=CheckpointFlag.,
LavaWorldHomeStage::checkpoint::obj2292,Luncheon Kingdom,LavaWorldHomeStage,Luncheon Kingdom,overworld,checkpoint,StageData,,,obj2292,Start of the Peak Climb Checkpoint (obj2292),-15500.000,2150.000,8850.000,1;2;6;7,Raw UnitConfigName=CheckpointFlag.,
LavaWorldHomeStage::checkpoint::obj2549,Luncheon Kingdom,LavaWorldHomeStage,Luncheon Kingdom,overworld,checkpoint,StageData,,,obj2549,Volcano Cave Entrance Checkpoint (obj2549),-100.000,2200.000,13600.000,1;2;6;7,Raw UnitConfigName=CheckpointFlag.,
LavaWorldHomeStage::checkpoint::obj4074,Luncheon Kingdom,LavaWorldHomeStage,Luncheon Kingdom,overworld,checkpoint,StageData,,,obj4074,Path to the Meat Plateau Checkpoint (obj4074),-9550.000,2250.000,-1600.000,0;2;6;7;9,Raw UnitConfigName=CheckpointFlag.,
LavaWorldHomeStage::checkpoint::obj4117,Luncheon Kingdom,LavaWorldHomeStage,Luncheon Kingdom,overworld,checkpoint,StageData,,,obj4117,Top of the Peak Climb Checkpoint (obj4117),-12450.000,8850.000,10200.000,1;2;6;7,Raw UnitConfigName=CheckpointFlag.,
LavaWorldHomeStage::checkpoint::obj4120,Luncheon Kingdom,LavaWorldHomeStage,Luncheon Kingdom,overworld,checkpoint,StageData,,,obj4120,Remote Island in the Lava Checkpoint (obj4120),-16581.654,2650.000,-18561.553,0;1;2;6;7;9,Raw UnitConfigName=CheckpointFlag.,
LavaWorldHomeStage::checkpoint::obj4619,Luncheon Kingdom,LavaWorldHomeStage,Luncheon Kingdom,overworld,checkpoint,StageData,,,obj4619,Salt-Pile Isle Checkpoint (obj4619),3600.000,139.698,-900.000,0;1;2;6;7;9,Raw UnitConfigName=CheckpointFlag.,
LavaWorldHomeStage::checkpoint::obj6042,Luncheon Kingdom,LavaWorldHomeStage,Luncheon Kingdom,overworld,checkpoint,StageData,,,obj6042,Floating Sky Island Checkpoint (obj6042),17200.000,8900.000,-19800.000,0;1;2;6;7;9,Raw UnitConfigName=CheckpointFlag.,
LavaWorldHomeStage::checkpoint::obj642,Luncheon Kingdom,LavaWorldHomeStage,Luncheon Kingdom,overworld,checkpoint,StageData,,,obj642,Peronza PlazaCheckpoint (obj642),1350.000,2200.000,7750.000,0;2;6;7;9,Raw UnitConfigName=CheckpointFlag.,
LavaWorldHomeStage::entrance::BBQEx::home_in,Luncheon Kingdom,LavaWorldHomeStage,Luncheon Kingdom,overworld,home_entrance,EntranceDB,BBQEx,home_in,obj3148,Home entrance: BBQEx,-19586.857,2300.000,-12303.658,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Links to LavaWorldClockExStage. StageData anchor UnitConfigName=DoorAreaChangeCap.,
LavaWorldHomeStage::entrance::BBQExDokan::home_out,Luncheon Kingdom,LavaWorldHomeStage,Luncheon Kingdom,overworld,home_entrance,EntranceDB,BBQExDokan,home_out,obj3146,Home return: BBQExDokan,-19869.701,2300.000,-12586.501,0;1;2;6;7;9,Links to LavaWorldClockExStage. StageData anchor UnitConfigName=DokanStageChange.,
LavaWorldHomeStage::entrance::CostumeEventWorldLava::home_in,Luncheon Kingdom,LavaWorldHomeStage,Luncheon Kingdom,overworld,home_entrance,EntranceDB,CostumeEventWorldLava,home_in,obj5522,Home entrance: CostumeEventWorldLava,-3400.000,2400.000,5100.000,0;1;2;3;4;5;6;7;8;9;10;11;12;13;14,Links to LavaWorldCostumeStage. StageData anchor UnitConfigName=DoorWarpStageChange.,
LavaWorldHomeStage::entrance::CostumeOut::home_out,Luncheon Kingdom,LavaWorldHomeStage,Luncheon Kingdom,overworld,home_entrance,EntranceDB,CostumeOut,home_out,obj6388,Home return: CostumeOut,-2750.000,2200.001,5450.000,0;1;2;6;7;9,Links to LavaWorldCostumeStage. StageData anchor UnitConfigName=DokanStageChange.,
LavaWorldHomeStage::entrance::FenceLiftEx::home_in,Luncheon Kingdom,LavaWorldHomeStage,Luncheon Kingdom,overworld,home_entrance,EntranceDB,FenceLiftEx,home_in,obj5651,Home entrance: FenceLiftEx,18850.000,1700.000,5200.000,7,Links to LavaWorldFenceLiftExStage. StageData anchor UnitConfigName=DokanStageChange.,
LavaWorldHomeStage::entrance::FenceLiftExdokan::home_out,Luncheon Kingdom,LavaWorldHomeStage,Luncheon Kingdom,overworld,home_entrance,EntranceDB,FenceLiftExdokan,home_out,obj5652,Home return: FenceLiftExdokan,19550.000,1700.000,5200.000,7,Links to LavaWorldFenceLiftExStage. StageData anchor UnitConfigName=DokanStageChange.,
LavaWorldHomeStage::entrance::ForkEX::home_in,Luncheon Kingdom,LavaWorldHomeStage,Luncheon Kingdom,overworld,home_entrance,EntranceDB,ForkEX,home_in,obj2867,Home entrance: ForkEX,300.000,750.000,-5500.000,0;1;2;6;7;9,Links to ForkExStage. StageData anchor UnitConfigName=ChangeStageArea.,
LavaWorldHomeStage::entrance::ForkEX::home_out,Luncheon Kingdom,LavaWorldHomeStage,Luncheon Kingdom,overworld,home_entrance,EntranceDB,ForkEX,home_out,obj2867,Home return: ForkEX,300.000,750.000,-5500.000,0;1;2;6;7;9,Links to ForkExStage. StageData anchor UnitConfigName=ChangeStageArea.,
LavaWorldHomeStage::entrance::GabuzouClockEx::home_in,Luncheon Kingdom,LavaWorldHomeStage,Luncheon Kingdom,overworld,home_entrance,EntranceDB,GabuzouClockEx,home_in,obj5661,Home entrance: GabuzouClockEx,-17350.000,6750.000,-2750.000,7,Links to GabuzouClockExStage. StageData anchor UnitConfigName=DokanStageChange.,
LavaWorldHomeStage::entrance::GabuzouClockExdokan::home_out,Luncheon Kingdom,LavaWorldHomeStage,Luncheon Kingdom,overworld,home_entrance,EntranceDB,GabuzouClockExdokan,home_out,obj5662,Home return: GabuzouClockExdokan,-17350.000,6750.000,-3200.000,7,Links to GabuzouClockExStage. StageData anchor UnitConfigName=DokanStageChange.,
LavaWorldHomeStage::entrance::KeyMoveEx::home_in,Luncheon Kingdom,LavaWorldHomeStage,Luncheon Kingdom,overworld,home_entrance,EntranceDB,KeyMoveEx,home_in,obj3133,Home entrance: KeyMoveEx,6400.000,-50.000,9650.000,0;1;2;6;7;9,Links to LavaWorldUpDownExStage. StageData anchor UnitConfigName=ChangeStageArea.,
